0	0	0	0	0	0	0	0.199605	0.375905	0.225699	0.048104	0	0	0	0	0	0	0.054604	0.2391	0.474562	0.688086	0.804833	0.820929	0.786382	0.746259	0.717888	0.707692	0.699716	0.658892	0.599264	0.506561	0.424374	0.346528	0.305736	0.272968	0.235678	0.180787	0.10108	0.018635	0
0	0	0	0	0	0	0	0.032246	0.274381	0.309623	0.174835	0.04438	0	0	0	0	0	0.06904	0.210342	0.392195	0.571865	0.693849	0.73678	0.732922	0.708604	0.682851	0.656973	0.636029	0.602139	0.538755	0.478518	0.402037	0.350338	0.300753	0.253784	0.210264	0.141491	0.056297	0	0
0	0	0	0	0	0	0	0	0.106739	0.273683	0.258911	0.15789	0.081779	0.020885	0.008169	0.01234	0.038982	0.103057	0.207111	0.340731	0.480817	0.591333	0.649056	0.658056	0.644897	0.626445	0.602179	0.567538	0.534481	0.487228	0.429022	0.376688	0.32255	0.272792	0.225957	0.159957	0.079638	0.01735	0	0
0	0	0	0	0	0	0	0	0	0.139109	0.247495	0.237927	0.177545	0.114531	0.092538	0.085209	0.096046	0.145574	0.219222	0.313555	0.415442	0.50316	0.558781	0.578738	0.571319	0.551311	0.53245	0.503658	0.460748	0.425976	0.376984	0.330292	0.279158	0.232043	0.166675	0.104697	0.040426	0	0	0
0	0	0	0	0	0	0	0	0	0.020071	0.142605	0.230456	0.233172	0.193337	0.170388	0.155427	0.156134	0.189521	0.238435	0.301154	0.36992	0.432061	0.475777	0.496106	0.495373	0.478652	0.453133	0.43169	0.399039	0.354285	0.320927	0.269789	0.228435	0.166112	0.114393	0.052375	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.025338	0.126	0.201679	0.221336	0.220701	0.209956	0.206897	0.227312	0.256504	0.294066	0.335731	0.374385	0.40296	0.417495	0.417878	0.405988	0.383318	0.353553	0.329879	0.294303	0.251945	0.214043	0.159252	0.112722	0.056088	0.010574	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.016613	0.089693	0.163694	0.206479	0.220909	0.227389	0.243654	0.260164	0.279529	0.30073	0.320486	0.335073	0.341977	0.34042	0.330654	0.312791	0.286025	0.25367	0.227252	0.187137	0.145444	0.101219	0.053694	0.014436	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.055647	0.116835	0.162728	0.191622	0.216903	0.231633	0.242236	0.251788	0.264578	0.270769	0.26944	0.260256	0.251451	0.2371	0.215932	0.18588	0.151796	0.122502	0.079364	0.045877	0.011098	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019344	0.061048	0.100934	0.138709	0.160161	0.171533	0.186824	0.196347	0.199517	0.196756	0.188069	0.173115	0.155588	0.13986	0.117543	0.086519	0.055929	0.03207	0.000972	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014511	0.04424	0.064707	0.082062	0.101515	0.112616	0.11718	0.11638	0.11075	0.100271	0.084454	0.063169	0.050656	0.03349	0.011073	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01091	0.025664	0.0353	0.040508	0.042009	0.040287	0.035518	0.027594	0.016231	0.001192	0	0	0	0	0	0	0	0	0	0	0
